a	O
prominent	O
Republican	O
figure	O
in	O
the	O
debate	O
over	O
the	O
war	O
in	O
Iraq	B-geo
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
says	O
he	O
will	O
retire	O
after	O
finishing	O
his	O
term	O
in	O
2009	B-time
.	O
Warner	B-per
told	O
supporters	O
outside	O
of	O
the	O
University	B-org
of	I-org
Virginia	I-org
Friday	B-time
that	O
he	O
will	O
not	O
seek	O
a	O
sixth	O
term	O
in	O
the	O
2008	B-time
elections	O
.	O
The	O
former	O
chairman	O
of	O
the	O
powerful	O
Senate	B-org
Armed	I-org
Services	I-org
Committee	I-org
has	O
openly	O
criticized	O
President	B-per
Bush	I-per
's	O
handling	O
of	O
the	O
war	O
in	O
Iraq	B-geo
.	O
He	O
called	O
on	O
Mr.	B-per
Bush	I-per
earlier	O
this	O
month	O
to	O
begin	O
withdrawing	O
some	O
U.S.	B-gpe
troops	O
from	O
Iraq	B-geo
.	O
His	O
retirement	O
will	O
leave	O
open	O
what	O
would	O
have	O
been	O
a	O
relatively	O
safe	O
seat	O
for	O
Republicans	O
in	O
the	O
fight	O
for	O
Senate	B-org
control	O
in	O
the	O
elections	O
.	O
Democrats	O
will	O
now	O
have	O
a	O
better	O
chance	O
to	O
protect	O
or	O
expand	O
their	O
one-seat	O
majority	O
in	O
the	O
Senate	B-org
.	O
When	O
he	O
leaves	O
office	O
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
the	O
80-year-old	O
former	O
Navy	B-org
secretary	O
will	O
have	O
served	O
30	O
years	O
as	O
a	O
U.S.	B-gpe
senator	O
.	O
The	O
United	B-org
Nations	I-org
says	O
December	B-time
's	O
Indian	B-geo
Ocean	I-geo
tsunami	O
caused	O
around	O
$	O
520	O
million	O
in	O
damage	O
to	O
fishing	O
industries	O
in	O
seven	O
of	O
the	O
worst	O
hit	O
countries	O
.	O
The	O
U.N.	B-org
's	O
Food	B-org
and	I-org
Agricultural	I-org
Organization	I-org
(	O
FAO	B-org
)	O
said	O
the	O
tsunami	O
destroyed	O
or	O
damaged	O
more	O
than	O
1                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          ,11     ,000	O
fishing	O
vessels	O
in	O
the	O
region	O
.	O
It	O
said	O
the	O
loss	O
was	O
significant	O
in	O
a	O
region	O
where	O
fishing	O
provides	O
a	O
vital	O
source	O
of	O
food	O
.	O
The	O
FAO	B-org
's	O
estimate	O
includes	O
damage	O
to	O
fishing	O
industries	O
in	O
Indonesia	B-geo
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
Maldives	B-geo
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
Somalia	B-geo
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
Sri	B-geo
Lanka	I-geo
and	O
Thailand	B-geo
.	O
The	O
agency	O
says	O
it	O
has	O
sent	O
experts	O
to	O
help	O
rebuild	O
fishing	O
industry	O
infrastructure	O
lost	O
in	O
the	O
disaster	O
and	O
is	O
developing	O
strategies	O
for	O
long-term	O
recovery	O
in	O
the	O
region	O
.	O
Officials	O
in	O
Indonesia	B-geo
say	O
another	O
person	O
has	O
died	O
from	O
bird	O
flu	O
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
bringing	O
the	O
country	O
's	O
death	O
toll	O
from	O
the	O
disease	O
to	O
96	O
since	O
the	O
outbreak	O
started	O
in	O
2003	B-time
.	O
The	O
latest	O
victim	O
was	O
a	O
16-year-old	O
girl	O
from	O
the	O
town	O
of	O
Bekasi	B-geo
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
on	O
the	O
eastern	O
outskirts	O
of	O
Jakarta	B-geo
.	O
Officials	O
say	O
she	O
died	O
Tuesday	B-time
.	O
Monday	B-time
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
officials	O
reported	O
that	O
a	O
32-year-old	O
woman	O
from	O
an	O
area	O
just	O
west	O
of	O
Jakarta	B-geo
died	O
of	O
bird	O
flu	O
last	O
week	O
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
at	O
her	O
home	O
in	O
the	O
city	O
of	O
Tangerang	B-geo
.	O
A	O
statement	O
from	O
the	O
health	O
ministry	O
said	O
the	O
woman	O
's	O
family	O
kept	O
chickens	O
in	O
their	O
backyard	O
.	O
Humans	O
are	O
usually	O
infected	O
with	O
bird	O
flu	O
by	O
direct	O
contact	O
with	O
infected	O
poultry	O
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
but	O
experts	O
fear	O
the	O
H5N1	O
virus	O
may	O
mutate	O
into	O
a	O
form	O
easily	O
transmitted	O
between	O
people	O
.	O
Scientists	O
fear	O
such	O
a	O
mutation	O
could	O
spark	O
a	O
global	O
pandemic	O
with	O
a	O
potential	O
death	O
toll	O
of	O
millions	O
.	O
Thailand	B-gpe
says	O
it	O
has	O
photo	O
evidence	O
to	O
prove	O
its	O
claim	O
that	O
Islamic	B-org
militants	O
responsible	O
for	O
violence	O
in	O
Thailand	B-geo
's	O
Muslim-majority	O
south	O
are	O
training	O
in	O
neighboring	O
Malaysia	B-geo
.	O
Thai	B-gpe
Deputy	B-per
Interior	I-per
Minister	I-per
Sutham	I-per
Saengprathum	I-per
says	O
the	O
photos	O
show	O
the	O
militants	O
training	O
in	O
Malaysia	B-geo
's	O
northern	O
Kelantan	B-geo
state	O
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
which	O
borders	O
southern	O
Thailand	B-geo
.	O
He	O
said	O
if	O
Malaysia	B-gpe
wants	O
to	O
see	O
the	O
photos	O
                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,	O
